Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV1378	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter_sp934504065(GB_GCA_934504065_1
ASV1379	Bacteria	Bacillota_A	Clostridia	Christensenellales	NA	NA	NA
ASV1380	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	NA
ASV1381	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA
ASV1382	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA
ASV1383	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Frisingicoccus	Frisingicoccus_caecimuris(RS_GCF_004340975_1
ASV1384	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor_plautii(RS_GCF_000239295_1
ASV1385	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV1386	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Oxalobacter	Oxalobacter_aliiformigenes(RS_GCF_027116575_1
ASV1387	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Hominimerdicola	Hominimerdicola_aceti(RS_GCF_025567495_1
ASV1388	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter_splanchnicus(RS_GCF_000190535_1
ASV1389	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A_acetigignens(RS_GCF_025566865_1
ASV1390	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_G	Eubacterium_G_sp000435815(RS_GCF_003460505_1
ASV1391	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter_sp900545895(RS_GCF_016899775_1
ASV1392	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Huintestinicola	Huintestinicola_butyrica(RS_GCF_025567215_1
ASV1393	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Coprobacillaceae	Thomasclavelia	Thomasclavelia_ramosa(RS_GCF_014131695_1
ASV1394	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_I	Eubacterium_I_ramulus(RS_GCF_000469345_1
ASV1395	Bacteria	Bacillota_B	Dehalobacteriia	NA	NA	NA	NA
ASV1396	Bacteria	Bacillota_A	Clostridia	Christensenellales	SZUA-584	JAEWCC01	JAEWCC01_sp023459495(GB_GCA_023459495_1
ASV1397	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas_faecihominis(RS_GCF_014647335_1
ASV1398	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269_sp928721565(GB_GCA_928721565_1
ASV1399	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	NA
ASV1400	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanoperiomorbaceae	Nanoperiomorbus	Nanoperiomorbus_sp938041355(GB_GCA_938041355_1
ASV1401	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster_sp900541315(GB_GCA_025758065_1
ASV1402	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1623	UMGS1623_sp902492895(GB_GCA_902492895_1
ASV1403	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_G	Eubacterium_G_sp000435815(RS_GCF_003460505_1
ASV1404	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis_sp031261965(GB_GCA_031261965_1
ASV1405	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ASV1406	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia_sp944359365(GB_GCA_944359365_1
ASV1407	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_ovatus(RS_GCF_001314995_1
ASV1408	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	NA	NA
ASV1409	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	Evtepia_gabavorous(RS_GCF_003425665_1
ASV1410	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	RUG11247	RUG11247_sp023444095(GB_GCA_023444095_1
ASV1411	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas_sp944376295(GB_GCA_944376295_1
ASV1412	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes_amylophilus(RS_GCF_025567365_1
ASV1413	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	NA
ASV1414	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV1415	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Coprobacillaceae	Thomasclavelia	NA
ASV1416	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas_faecalis(RS_GCF_003991565_1
ASV1417	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	Merdibacter_massiliensis(RS_GCF_900155395_1
ASV1418	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia_sp003525905(GB_GCA_003525905_1
ASV1419	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Hominimerdicola	Hominimerdicola_aceti(RS_GCF_025567495_1
ASV1420	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	QALR01	QALR01_sp900552255(GB_GCA_900552255_1
ASV1421	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Anthropogastromicrobium	Anthropogastromicrobium_aceti(RS_GCF_025567095_1
ASV1422	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Micrococcaceae	Rothia	NA
ASV1423	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellaceae	HGM11616	HGM11616_sp934373295(GB_GCA_934373295_1
ASV1424	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium_prausnitzii(RS_GCF_003324185_1
ASV1425	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
ASV1426	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	CAG-267	CAG-267_sp949297665(GB_GCA_949297665_1
ASV1427	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis(RS_GCF_000012845_1
ASV1428	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter_faecalis_A(RS_GCF_029218125_1
ASV1429	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Otoolea	Otoolea_saccharolyticum_A(RS_GCF_020736365_1
ASV1430	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Hydrogeniiclostridium	Hydrogeniiclostridium_mannosilyticum(RS_GCF_003268275_1
ASV1431	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas_virosa(RS_GCF_025148635_1
ASV1432	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV1433	Bacteria	Bacillota_C	Negativicutes	Veillonellales	NA	NA	NA
ASV1434	Bacteria	NA	NA	NA	NA	NA	NA
ASV1435	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV1436	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_hominis(RS_GCF_014287585_1
ASV1437	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter_asaccharolyticus(GB_GCA_003112755_1
ASV1438	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	NA
ASV1439	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-382	SFLA01	SFLA01_sp004553575(GB_GCA_004553575_1
ASV1440	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter_faecalis_A(RS_GCF_029218125_1
ASV1441	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_uniformis(RS_GCF_025147485_1
ASV1442	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	Butyricicoccus_sp900604335(RS_GCF_900604335_1
ASV1443	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Massilicoli	Massilicoli_timonensis(RS_GCF_900199515_1
ASV1444	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	NA	NA
ASV1445	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	NA
ASV1446	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA
ASV1447	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Pygmaiobacter	Pygmaiobacter_hominis(RS_GCF_014287275_1
ASV1448	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	NA
ASV1449	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_piger_A(RS_GCF_900116045_1
ASV1450	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Allisonella	Allisonella_histaminiformans(RS_GCF_900103425_1
ASV1451	Bacteria	Bacillota_A	Clostridia	Oscillospirales	QAKW01	QAKW01	QAKW01_sp003343605(GB_GCA_003343605_1
ASV1452	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter_sp003612555(RS_GCF_003612555_1
ASV1453	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_animalis(RS_GCF_000158275_2
ASV1454	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter_sp018228705(GB_GCA_018228705_1
ASV1455	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA
ASV1456	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	Alistipes_A_indistinctus(RS_GCF_025144995_1
ASV1457	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	NA	NA
ASV1458	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellaceae	NA	NA
ASV1459	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	Anaerosporobacter_faecicola(RS_GCF_012070565_1
ASV1460	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella_A	Hungatella_A_hathewayi_A(RS_GCF_000235505_1
ASV1461	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV1462	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV1463	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	RUG11247	RUG11247_sp023444095(GB_GCA_023444095_1
ASV1464	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis(RS_GCF_000012845_1
ASV1465	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAKXIK01	CAKXIK01_sp029008595(GB_GCA_029008595_1
ASV1466	Bacteria	NA	NA	NA	NA	NA	NA
ASV1467	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV1468	Bacteria	Bacillota_A	Clostridia	NA	NA	NA	NA
ASV1469	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	Anaerotruncus_rubiinfantis(RS_GCF_900078395_1
ASV1470	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	NA	NA
ASV1471	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170_sp900549635(GB_GCA_916988195_3
ASV1472	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_B	Lachnoclostridium_B_massiliensis_A(RS_GCF_016901695_1
ASV1473	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV1474	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_salyersiae(RS_GCF_000381365_1
ASV1475	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	UBA1829	UBA1829	UBA1829_sp900549045(GB_GCA_900549045_1
ASV1476	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	NA
ASV1477	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	NA
ASV1478	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia_muciniphila_E(RS_GCF_018709685_1
ASV1479	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum_soehngenii(RS_GCF_900209925_1
ASV1480	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	Negativibacillus_massiliensis(RS_GCF_900148495_1
ASV1481	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis(RS_GCF_000012845_1
ASV1482	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_salyersiae(RS_GCF_000381365_1
ASV1483	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_hominis(RS_GCF_014287585_1
ASV1484	Bacteria	Synergistota	Synergistia	Synergistales	Dethiosulfovibrionaceae	Pyramidobacter	Pyramidobacter_piscolens(RS_GCF_000177335_1
ASV1485	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Zongyangia	Zongyangia_hominis(RS_GCF_014385095_1
ASV1486	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Proteus	NA
ASV1487	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella_wadsworthensis(RS_GCF_003315195_1
ASV1488	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-492	NA
ASV1489	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F_sp003491505(RS_GCF_003477605_1
ASV1490	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269_sp928721565(GB_GCA_928721565_1
ASV1491	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_asaccharolytica(RS_GCF_000212375_1
ASV1492	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella_intestinihominis(RS_GCF_000296465_1
ASV1493	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA
ASV1494	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger_sp900539695(GB_GCA_025758045_1
ASV1495	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter_rectalis(RS_GCF_000020605_1
ASV1496	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas_faecalis(RS_GCF_003991565_1
ASV1497	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis(RS_GCF_000012845_1
ASV1498	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Pygmaiobacter	NA
ASV1499	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	RUG11247	RUG11247_sp023444095(GB_GCA_023444095_1
ASV1500	Bacteria	Bacillota_A	Clostridia	NA	NA	NA	NA
ASV1501	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	CAG-115_sp004555855(GB_GCA_004555855_1
ASV1502	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV1503	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV1504	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	Merdibacter_massiliensis(RS_GCF_900155395_1
ASV1505	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_dorei(RS_GCF_013009555_1
ASV1506	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	UMGS1865	UMGS1865_sp944391805(GB_GCA_944391805_1
ASV1507	Bacteria	NA	NA	NA	NA	NA	NA
ASV1508	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	NA
ASV1509	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum_butyriciproducens(GB_GCA_003096535_1
ASV1510	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	Intestinimonas_massiliensis(RS_GCF_001244995_1
ASV1511	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Coprobacillaceae	Faecalibacillus	Faecalibacillus_faecis(RS_GCF_003024675_1
ASV1512	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella_intestinihominis(RS_GCF_000296465_1
ASV1513	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella_tobetsuensis(RS_GCF_001078375_1
ASV1514	Bacteria	Bacillota_B	Dehalobacteriia	Dehalobacteriales	Dehalobacteriaceae	NA	NA
ASV1515	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	NA
ASV1516	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Bianqueaceae	Bianquea	Bianquea_renquensis(RS_GCF_014384895_1
ASV1517	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	Alistipes_A_ihumii(RS_GCF_025144665_1
ASV1518	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis(RS_GCF_000012845_1
ASV1519	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	NA
ASV1520	Bacteria	Bacillota_A	Clostridia	Christensenellales	SZUA-584	JAEWCC01	JAEWCC01_sp023459495(GB_GCA_023459495_1
ASV1521	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum_butyriciproducens(GB_GCA_003096535_1
ASV1522	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Frisingicoccus	Frisingicoccus_caecimuris(RS_GCF_004340975_1
ASV1523	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella_sp004558535(GB_GCA_004558535_1
ASV1524	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Otoolea	Otoolea_saccharolyticum_A(RS_GCF_020736365_1
ASV1525	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter_sp900545895(RS_GCF_016899775_1
ASV1526	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	NA
ASV1527	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-273	CAG-273_sp022797215(GB_GCA_022797215_1
ASV1528	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter_asaccharolyticus(GB_GCA_003112755_1
ASV1529	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_asaccharolytica(RS_GCF_000212375_1
ASV1530	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_nordii(GB_GCA_000613465_1
ASV1531	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F_sp003491505(RS_GCF_003477605_1
ASV1532	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia_hominis(RS_GCF_000225345_1
ASV1533	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_mucosae(RS_GCF_001436025_1
ASV1534	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter_rectalis(RS_GCF_000020605_1
ASV1535	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella_rara(RS_GCF_001275135_1
ASV1536	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Avimonas	Avimonas_merdigallinarum(GB_GCA_904377855_1
ASV1537	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Holdemania	NA
ASV1538	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis(RS_GCF_000012845_1
ASV1539	Bacteria	NA	NA	NA	NA	NA	NA
ASV1540	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E_siraeum(GB_GCA_025150425_1
ASV1541	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	Evtepia_gabavorous(RS_GCF_003425665_1
ASV1542	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
ASV1543	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis(RS_GCF_000012845_1
ASV1544	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	NA
ASV1545	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	Evtepia_gabavorous(RS_GCF_003425665_1
ASV1546	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_senegalensis(RS_GCF_025145645_1
ASV1547	Bacteria	NA	NA	NA	NA	NA	NA
ASV1548	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	NA
ASV1549	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister_succinatiphilus(RS_GCF_000242435_1
ASV1550	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella_oxytoca(RS_GCF_001598695_1
ASV1551	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Amedibacterium	Amedibacterium_intestinale(RS_GCF_010537335_1
ASV1552	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	JANFXS01	JANFXS01_sp024460105(GB_GCA_024460105_1
ASV1553	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas_faecalis(RS_GCF_003991565_1
ASV1554	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	NA
ASV1555	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	NA
ASV1556	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia_sp000432195(GB_GCA_902363515_1
ASV1557	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella_intestinihominis(RS_GCF_000296465_1
ASV1558	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	HGM12789	HGM12789_sp900766585(GB_GCA_900766585_1
ASV1559	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	NA
ASV1560	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella_sp003458855(GB_GCA_902364065_1
ASV1561	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter_lactaris(RS_GCF_025152405_1
ASV1562	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Muricomes	Muricomes_fissicatena_A(GB_GCA_001028025_1
ASV1563	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	Butyricicoccus_sp900547195(GB_GCA_900547195_1
ASV1564	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	NA	NA
ASV1565	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	NA	NA
ASV1566	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Massilistercora	Massilistercora_sp902406105(GB_GCA_007361935_1
ASV1567	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UBA2883	UBA2883_sp002481545(GB_GCA_002481545_1
ASV1568	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	NA
ASV1569	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	NA
ASV1570	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_uenonis(RS_GCF_000482365_1
ASV1571	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus_ruminis(RS_GCF_900113455_1
ASV1572	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Gallintestinimicrobium	Gallintestinimicrobium_propionicum(RS_GCF_025567525_1
ASV1573	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C	Ruminococcus_C_sp000437175(RS_GCF_020709055_1
ASV1574	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella_rara(RS_GCF_001275135_1
ASV1575	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Gabonibacter	Gabonibacter_massiliensis(RS_GCF_001487125_1
