Species,coef,pval,qval
Kutzneria.albida,-2.106740901,4.56E-09,1.28E-05
Pontibacter.russatus,-2.106740901,4.56E-09,1.28E-05
Clostridium.gelidum,-2.106740901,4.56E-09,1.28E-05
Parageobacillus.thermoglucosidasius,-2.106740901,4.56E-09,1.28E-05
Pedobacter.sp..SL55,-2.106740901,4.56E-09,1.28E-05
Helcococcus.ovis,-2.106740901,4.56E-09,1.28E-05
Defluviitalea.saccharophila,-2.106740901,4.56E-09,1.28E-05
Rhodocaloribacter.litoris,-2.106740901,4.56E-09,1.28E-05
Methylobacterium.bullatum,-2.106740901,4.56E-09,1.28E-05
Candidatus.Mycosynbacter.amalyticus,-2.106740901,4.56E-09,1.28E-05
Streptococcus.acidominimus,-2.106740901,4.56E-09,1.28E-05
Clostridium.sp..DL.VIII,-2.106740901,4.56E-09,1.28E-05
Jejubacter.calystegiae,-2.106740901,4.56E-09,1.28E-05
Candidatus.Atelocyanobacterium.thalassa,-2.106740901,4.56E-09,1.28E-05
Amycolatopsis.mongoliensis,-2.106740901,4.56E-09,1.28E-05
Kordia.sp..SMS9,-2.106740901,4.56E-09,1.28E-05
Kosakonia.cowanii,-2.106740901,4.56E-09,1.28E-05
uncultured.Desulfosarcina.sp.,-2.106740901,4.56E-09,1.28E-05
Cryptobacterium.curtum,-2.106740901,4.56E-09,1.28E-05
Thermoanaerobacterium.sp..RBIITD,-2.106740901,4.56E-09,1.28E-05
Olivibacter.sp..LS.1,-2.106740901,4.56E-09,1.28E-05
Coprococcus.eutactus,-2.106740901,4.56E-09,1.28E-05
Actinomyces.sp..432,-2.106740901,4.56E-09,1.28E-05
Desulfosarcina.ovata,-2.106740901,4.56E-09,1.28E-05
Parascardovia.denticolens,-2.106740901,4.56E-09,1.28E-05
Lentilactobacillus.hilgardii,-2.106740901,4.56E-09,1.28E-05
Corynebacterium.aurimucosum,-2.106740901,4.56E-09,1.28E-05
Caproicibacterium.argilliputei,-2.106740901,4.56E-09,1.28E-05
Kordiimonas.pumila,-2.106740901,4.56E-09,1.28E-05
Acetobacterium.wieringae,-2.106740901,4.56E-09,1.28E-05
Raoultibacter.timonensis,-2.106740901,4.56E-09,1.28E-05
Hymenobacter.cellulosilyticus,-2.106740901,4.56E-09,1.28E-05
Ramlibacter.tataouinensis,-2.106740901,4.56E-09,1.28E-05
Skermanella.mucosa,-2.106740901,4.56E-09,1.28E-05
Desulfomicrobium.orale,-2.106740901,4.56E-09,1.28E-05
Nonomuraea.sp..NBC_00507,-2.106740901,4.56E-09,1.28E-05
Lactobacillus.delbrueckii,-2.106740901,4.56E-09,1.28E-05
Erythrobacter.sp..SCSIO.43205,-2.106740901,4.56E-09,1.28E-05
Thermanaerovibrio.acidaminovorans,-2.106740901,4.56E-09,1.28E-05
Caulobacter.sp..S6,-2.106740901,4.56E-09,1.28E-05
Lactiplantibacillus.carotarum,-2.106740901,4.56E-09,1.28E-05
Bacteroides.heparinolyticus,-2.106740901,4.56E-09,1.28E-05
Rhizobium.lusitanum,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.konkukensis,-2.106740901,4.56E-09,1.28E-05
Nocardioides.okcheonensis,-2.106740901,4.56E-09,1.28E-05
Nocardioides.daphniae,-2.106740901,4.56E-09,1.28E-05
Bacteroides.sp..CACC.737,-2.106740901,4.56E-09,1.28E-05
Bacteroides.uniformis,-2.106740901,4.56E-09,1.28E-05
Taurinivorans.muris,-2.106740901,4.56E-09,1.28E-05
Kroppenstedtia.pulmonis,-2.106740901,4.56E-09,1.28E-05
Fastidiosipila.sanguinis,-2.106740901,4.56E-09,1.28E-05
Poriferisphaera.corsica,-2.106740901,4.56E-09,1.28E-05
Peribacillus.frigoritolerans,-2.106740901,4.56E-09,1.28E-05
Dongshaea.marina,-2.106740901,4.56E-09,1.28E-05
Clostridium.aceticum,-2.106740901,4.56E-09,1.28E-05
Lacrimispora.sphenoides,-2.106740901,4.56E-09,1.28E-05
Methylomagnum.ishizawai,-2.106740901,4.56E-09,1.28E-05
Acidobacterium.capsulatum,-2.106740901,4.56E-09,1.28E-05
Alistipes.shahii,-2.106740901,4.56E-09,1.28E-05
Oxalobacter.aliiformigenes,-2.106740901,4.56E-09,1.28E-05
Pectobacterium.brasiliense,-2.106740901,4.56E-09,1.28E-05
Rosistilla.carotiformis,-2.106740901,4.56E-09,1.28E-05
Mycoplasma.sp..Pen4,-2.106740901,4.56E-09,1.28E-05
Acetivibrio.thermocellus,-2.106740901,4.56E-09,1.28E-05
Desulfobulbus.propionicus,-2.106740901,4.56E-09,1.28E-05
uncultured.Desulfuromonas.sp.,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.hunanensis,-2.106740901,4.56E-09,1.28E-05
Lactobacillus.isalae,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..JDR.2,-2.106740901,4.56E-09,1.28E-05
Anaerococcus.vaginalis,-2.106740901,4.56E-09,1.28E-05
Candidatus.Fervidibacter.sacchari,-2.106740901,4.56E-09,1.28E-05
Rhodanobacter.sp..AS.Z3,-2.106740901,4.56E-09,1.28E-05
Acetoanaerobium.sticklandii,-2.106740901,4.56E-09,1.28E-05
Alistipes.communis,-2.106740901,4.56E-09,1.28E-05
Kangiella.geojedonensis,-2.106740901,4.56E-09,1.28E-05
Desulfitobacterium.hafniense,-2.106740901,4.56E-09,1.28E-05
Shewanella.sp..MTB7,-2.106740901,4.56E-09,1.28E-05
Parazoarcus.communis,-2.106740901,4.56E-09,1.28E-05
X.Clostridium..innocuum,-2.106740901,4.56E-09,1.28E-05
Cytobacillus.firmus,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..FSL.W8.0186,-2.106740901,4.56E-09,1.28E-05
Clostridium.sp..C1,-2.106740901,4.56E-09,1.28E-05
Paraburkholderia.graminis,-2.106740901,4.56E-09,1.28E-05
Buchnera.aphidicola,-2.106740901,4.56E-09,1.28E-05
Clostridium.taeniosporum,-2.106740901,4.56E-09,1.28E-05
Stappia.indica,-2.106740901,4.56E-09,1.28E-05
Costertonia.aggregata,-2.106740901,4.56E-09,1.28E-05
Abiotrophia.defectiva,-2.106740901,4.56E-09,1.28E-05
Flavisolibacter.ginsenosidimutans,-2.106740901,4.56E-09,1.28E-05
Candidatus.Kuenenia.stuttgartiensis,-2.106740901,4.56E-09,1.28E-05
Peptostreptococcus.equinus,-2.106740901,4.56E-09,1.28E-05
Aquihabitans.sp..G128,-2.106740901,4.56E-09,1.28E-05
Telmatocola.sphagniphila,-2.106740901,4.56E-09,1.28E-05
Dialister.succinatiphilus,-2.106740901,4.56E-09,1.28E-05
Novibacillus.thermophilus,-2.106740901,4.56E-09,1.28E-05
Planococcus.lenghuensis,-2.106740901,4.56E-09,1.28E-05
Aquisediminimonas.profunda,-2.106740901,4.56E-09,1.28E-05
Mycoplasmopsis.felifaucium,-2.106740901,4.56E-09,1.28E-05
Capnocytophaga.endodontalis,-2.106740901,4.56E-09,1.28E-05
Coprococcus.comes,-2.106740901,4.56E-09,1.28E-05
Aquimarina.sp..BL5,-2.106740901,4.56E-09,1.28E-05
Alistipes.finegoldii,-2.106740901,4.56E-09,1.28E-05
Anaerocolumna.sp..AGMB13025,-2.106740901,4.56E-09,1.28E-05
Arabiibacter.massiliensis,-2.106740901,4.56E-09,1.28E-05
Cetobacterium.somerae,-2.106740901,4.56E-09,1.28E-05
Blautia.obeum,-2.106740901,4.56E-09,1.28E-05
Gracilibacillus.caseinilyticus,-2.106740901,4.56E-09,1.28E-05
Psychrobacter.cryohalolentis,-2.106740901,4.56E-09,1.28E-05
Anaeromicropila.herbilytica,-2.106740901,4.56E-09,1.28E-05
Sphingopyxis.sp..BSN.002,-2.106740901,4.56E-09,1.28E-05
Thalassomonas.actiniarum,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.sp..DG56.2,-2.106740901,4.56E-09,1.28E-05
Mycolicibacterium.aubagnense,-2.106740901,4.56E-09,1.28E-05
Pseudofrankia.inefficax,-2.106740901,4.56E-09,1.28E-05
Dehalobacter.restrictus,-2.106740901,4.56E-09,1.28E-05
Rubrobacter.indicoceani,-2.106740901,4.56E-09,1.28E-05
Streptococcus.pluranimalium,-2.106740901,4.56E-09,1.28E-05
Chlamydia.pecorum,-2.106740901,4.56E-09,1.28E-05
Bacteroides.humanifaecis,-2.106740901,4.56E-09,1.28E-05
Treponema.primitia,-2.106740901,4.56E-09,1.28E-05
Chlorobium.limicola,-2.106740901,4.56E-09,1.28E-05
uncultured.Rhodoferax.sp.,-2.106740901,4.56E-09,1.28E-05
Horticoccus.luteus,-2.106740901,4.56E-09,1.28E-05
Pyramidobacter.sp..YE332,-2.106740901,4.56E-09,1.28E-05
Prauserella.marina,-2.106740901,4.56E-09,1.28E-05
Desulforamulus.ferrireducens,-2.106740901,4.56E-09,1.28E-05
Pyrobaculum.aerophilum,-2.106740901,4.56E-09,1.28E-05
Synechococcus.sp..CC9902,-2.106740901,4.56E-09,1.28E-05
Exiguobacterium.aurantiacum,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.barcinonensis,-2.106740901,4.56E-09,1.28E-05
Anaerocolumna.chitinilytica,-2.106740901,4.56E-09,1.28E-05
Tessaracoccus.sp..MC1865,-2.106740901,4.56E-09,1.28E-05
Desulforamulus.reducens,-2.106740901,4.56E-09,1.28E-05
Anoxybacter.fermentans,-2.106740901,4.56E-09,1.28E-05
Alkalihalobacillus.sp..AL.G,-2.106740901,4.56E-09,1.28E-05
Butyricimonas.paravirosa,-2.106740901,4.56E-09,1.28E-05
Tumebacillus.avium,-2.106740901,4.56E-09,1.28E-05
Gimibacter.soli,-2.106740901,4.56E-09,1.28E-05
Aminipila.terrae,-2.106740901,4.56E-09,1.28E-05
Erysipelothrix.rhusiopathiae,-2.106740901,4.56E-09,1.28E-05
Niallia.sp..XMNu.256,-2.106740901,4.56E-09,1.28E-05
Lactococcus.lactis,-2.106740901,4.56E-09,1.28E-05
Mycoplasma.phocoenae,-2.106740901,4.56E-09,1.28E-05
Collinsella.sp..zg1085,-2.106740901,4.56E-09,1.28E-05
Serpentinicella.alkaliphila,-2.106740901,4.56E-09,1.28E-05
Gordonibacter.urolithinfaciens,-2.106740901,4.56E-09,1.28E-05
Geothrix.sp..21YS21S.2,-2.106740901,4.56E-09,1.28E-05
Faecalibacterium.sp..I4.3.84,-2.106740901,4.56E-09,1.28E-05
Deinococcus.proteolyticus,-2.106740901,4.56E-09,1.28E-05
Candidatus.Azobacteroides.pseudotrichonymphae,-2.106740901,4.56E-09,1.28E-05
Desulfovibrio.ferrophilus,-2.106740901,4.56E-09,1.28E-05
Sphingobacterium.sp..BN32,-2.106740901,4.56E-09,1.28E-05
Planctomyces.sp..SH.PL62,-2.106740901,4.56E-09,1.28E-05
Coprococcus.sp..ART55.1,-2.106740901,4.56E-09,1.28E-05
Methylomonas.methanica,-2.106740901,4.56E-09,1.28E-05
Adlercreutzia.equolifaciens,-2.106740901,4.56E-09,1.28E-05
Rhodococcus.globerulus,-2.106740901,4.56E-09,1.28E-05
Chryseobacterium.gallinarum,-2.106740901,4.56E-09,1.28E-05
Bradyrhizobium.erythrophlei,-2.106740901,4.56E-09,1.28E-05
Clostridium.sp..LQ25,-2.106740901,4.56E-09,1.28E-05
Bacteroides.nordii,-2.106740901,4.56E-09,1.28E-05
Crassaminicella.thermophila,-2.106740901,4.56E-09,1.28E-05
Eubacterium.maltosivorans,-2.106740901,4.56E-09,1.28E-05
Ensifer.adhaerens,-2.106740901,4.56E-09,1.28E-05
Bradyrhizobium.sp..NDS.1,-2.106740901,4.56E-09,1.28E-05
Sphingorhabdus.lacus,-2.106740901,4.56E-09,1.28E-05
Brucepastera.parasyntrophica,-2.106740901,4.56E-09,1.28E-05
Marinitoga.aeolica,-2.106740901,4.56E-09,1.28E-05
Cohnella.candidum,-2.106740901,4.56E-09,1.28E-05
Anaerocolumna.sedimenticola,-2.106740901,4.56E-09,1.28E-05
Staphylococcus.capitis,-2.106740901,4.56E-09,1.28E-05
Xylophilus.sp..GOD.11R,-2.106740901,4.56E-09,1.28E-05
Solidesulfovibrio.magneticus,-2.106740901,4.56E-09,1.28E-05
Paraflavitalea.speifideiaquila,-2.106740901,4.56E-09,1.28E-05
Ectobacillus.sp..JY.23,-2.106740901,4.56E-09,1.28E-05
Anoxybacillus.flavithermus,-2.106740901,4.56E-09,1.28E-05
Chryseobacterium.sp..T16E.39,-2.106740901,4.56E-09,1.28E-05
Geobacillus.proteiniphilus,-2.106740901,4.56E-09,1.28E-05
Actinomyces.massiliensis,-2.106740901,4.56E-09,1.28E-05
Ndongobacter.massiliensis,-2.106740901,4.56E-09,1.28E-05
Variovorax.boronicumulans,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.protaetiae,-2.106740901,4.56E-09,1.28E-05
Faecalibacter.sp..LW9,-2.106740901,4.56E-09,1.28E-05
Clostridium.intestinale,-2.106740901,4.56E-09,1.28E-05
Sphingomonas.sanxanigenens,-2.106740901,4.56E-09,1.28E-05
Cupriavidus.sp..EM10,-2.106740901,4.56E-09,1.28E-05
Trueperella.pyogenes,-2.106740901,4.56E-09,1.28E-05
Gemella.morbillorum,-2.106740901,4.56E-09,1.28E-05
Sagittula.sp..P11,-2.106740901,4.56E-09,1.28E-05
Rossellomorea.marisflavi,-2.106740901,4.56E-09,1.28E-05
Paludicola.sp..MB14.C6,-2.106740901,4.56E-09,1.28E-05
Frischella.perrara,-2.106740901,4.56E-09,1.28E-05
Thiomicrorhabdus.sediminis,-2.106740901,4.56E-09,1.28E-05
Mucilaginibacter.xinganensis,-2.106740901,4.56E-09,1.28E-05
Streptococcus.himalayensis,-2.106740901,4.56E-09,1.28E-05
Nitrincola.iocasae,-2.106740901,4.56E-09,1.28E-05
Chitinophaga.sancti,-2.106740901,4.56E-09,1.28E-05
Apibacter.sp..ESL0404,-2.106740901,4.56E-09,1.28E-05
Megasphaera.elsdenii,-2.106740901,4.56E-09,1.28E-05
Lactococcus.raffinolactis,-2.106740901,4.56E-09,1.28E-05
Alistipes.dispar,-2.106740901,4.56E-09,1.28E-05
Clostridium.gasigenes,-2.106740901,4.56E-09,1.28E-05
Intestinimonas.butyriciproducens,-2.106740901,4.56E-09,1.28E-05
Chlorobaculum.parvum,-2.106740901,4.56E-09,1.28E-05
Nocardia.arthritidis,-2.106740901,4.56E-09,1.28E-05
Burkholderia.lata,-2.106740901,4.56E-09,1.28E-05
Fusobacterium.necrophorum,-2.106740901,4.56E-09,1.28E-05
Desulfarculus.baarsii,-2.106740901,4.56E-09,1.28E-05
Salimicrobium.jeotgali,-2.106740901,4.56E-09,1.28E-05
Mucispirillum.schaedleri,-2.106740901,4.56E-09,1.28E-05
Alistipes.megaguti,-2.106740901,4.56E-09,1.28E-05
Thermacetogenium.phaeum,-2.106740901,4.56E-09,1.28E-05
Rhizobium.sullae,-2.106740901,4.56E-09,1.28E-05
Mycolicibacterium.litorale,-2.106740901,4.56E-09,1.28E-05
Bacillus.sp..T3,-2.106740901,4.56E-09,1.28E-05
Acetobacter.pasteurianus,-2.106740901,4.56E-09,1.28E-05
Neobacillus.sp..PS3.34,-2.106740901,4.56E-09,1.28E-05
Salinibacter.ruber,-2.106740901,4.56E-09,1.28E-05
Hymenobacter.tibetensis,-2.106740901,4.56E-09,1.28E-05
Aerococcus.christensenii,-2.106740901,4.56E-09,1.28E-05
Clostridium.acetobutylicum,-2.106740901,4.56E-09,1.28E-05
Deinococcus.sp..KNUC1210,-2.106740901,4.56E-09,1.28E-05
Geobacter.benzoatilyticus,-2.106740901,4.56E-09,1.28E-05
Thermocaproicibacter.melissae,-2.106740901,4.56E-09,1.28E-05
Alteromonas.sp..009811495,-2.106740901,4.56E-09,1.28E-05
Bacteroides.sp..HF.162,-2.106740901,4.56E-09,1.28E-05
Christiangramia.fulva,-2.106740901,4.56E-09,1.28E-05
Chryseobacterium.arthrosphaerae,-2.106740901,4.56E-09,1.28E-05
X.Clostridium..colinum,-2.106740901,4.56E-09,1.28E-05
uncultured.Celeribacter.sp.,-2.106740901,4.56E-09,1.28E-05
Ezakiella.coagulans,-2.106740901,4.56E-09,1.28E-05
Dyadobacter.fanqingshengii,-2.106740901,4.56E-09,1.28E-05
Thalassospira.tepidiphila,-2.106740901,4.56E-09,1.28E-05
Eubacterium.sp..MSJ.33,-2.106740901,4.56E-09,1.28E-05
Alcaligenes.sp..SDU_A2,-2.106740901,4.56E-09,1.28E-05
Blautia.sp..SC05B48,-2.106740901,4.56E-09,1.28E-05
Vibrio.diazotrophicus,-2.106740901,4.56E-09,1.28E-05
Arthrobacter.sp..FW305.BF8,-2.106740901,4.56E-09,1.28E-05
Ensifer.canadensis,-2.106740901,4.56E-09,1.28E-05
Tatumella.citrea,-2.106740901,4.56E-09,1.28E-05
Enterocloster.asparagiformis,-2.106740901,4.56E-09,1.28E-05
Candidatus.Contubernalis.alkalaceticus,-2.106740901,4.56E-09,1.28E-05
Variovorax.paradoxus,-2.106740901,4.56E-09,1.28E-05
Chryseobacterium.piperi,-2.106740901,4.56E-09,1.28E-05
Haploplasma.axanthum,-2.106740901,4.56E-09,1.28E-05
Desulfuromonas.sp..DDH964,-2.106740901,4.56E-09,1.28E-05
Saccharothrix.espanaensis,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.durus,-2.106740901,4.56E-09,1.28E-05
Anaeropeptidivorans.aminofermentans,-2.106740901,4.56E-09,1.28E-05
Peptacetobacter.hiranonis,-2.106740901,4.56E-09,1.28E-05
uncultured.Pseudodesulfovibrio.sp.,-2.106740901,4.56E-09,1.28E-05
Elizabethkingia.miricola,-2.106740901,4.56E-09,1.28E-05
Pontibacter.kalidii,-2.106740901,4.56E-09,1.28E-05
Cloacibacillus.porcorum,-2.106740901,4.56E-09,1.28E-05
Anaerococcus.prevotii,-2.106740901,4.56E-09,1.28E-05
Plantibacter.sp..M259,-2.106740901,4.56E-09,1.28E-05
Fundicoccus.culcitae,-2.106740901,4.56E-09,1.28E-05
Faecalibacterium.sp..I3.3.89,-2.106740901,4.56E-09,1.28E-05
Nitrospira.japonica,-2.106740901,4.56E-09,1.28E-05
Enterococcus.faecalis,-2.106740901,4.56E-09,1.28E-05
Granulicella.mallensis,-2.106740901,4.56E-09,1.28E-05
Gilvibacter.sp..SZ.19,-2.106740901,4.56E-09,1.28E-05
Kingella.kingae,-2.106740901,4.56E-09,1.28E-05
Leucobacter.sp..CX169,-2.106740901,4.56E-09,1.28E-05
Bremerella.sp..P1,-2.106740901,4.56E-09,1.28E-05
Tissierella.sp..Yu.01,-2.106740901,4.56E-09,1.28E-05
Methylogaea.oryzae,-2.106740901,4.56E-09,1.28E-05
Geomonas.sp..RF6,-2.106740901,4.56E-09,1.28E-05
Protaetiibacter.sp..SSC.01,-2.106740901,4.56E-09,1.28E-05
Dorea.formicigenerans,-2.106740901,4.56E-09,1.28E-05
Solibacillus.sp..R5.41,-2.106740901,4.56E-09,1.28E-05
Aminipila.luticellarii,-2.106740901,4.56E-09,1.28E-05
Cutibacterium.acnes,-2.106740901,4.56E-09,1.28E-05
Candidatus.Formimonas.warabiya,-2.106740901,4.56E-09,1.28E-05
Prosthecochloris.sp..GSB1,-2.106740901,4.56E-09,1.28E-05
Caloramator.sp..mosi_1,-2.106740901,4.56E-09,1.28E-05
Candidatus.Symbiobacter.mobilis,-2.106740901,4.56E-09,1.28E-05
Candidatus.Hepatoplasma.crinochetorum,-2.106740901,4.56E-09,1.28E-05
Desulfosporosinus.orientis,-2.106740901,4.56E-09,1.28E-05
Corynebacterium.matruchotii,-2.106740901,4.56E-09,1.28E-05
uncultured.Caproiciproducens.sp.,-2.106740901,4.56E-09,1.28E-05
Microterricola.viridarii,-2.106740901,4.56E-09,1.28E-05
Oxynema.aestuarii,-2.106740901,4.56E-09,1.28E-05
Enterococcus.cecorum,-2.106740901,4.56E-09,1.28E-05
Thiospirochaeta.perfilievii,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.azoreducens,-2.106740901,4.56E-09,1.28E-05
Treponema.denticola,-2.106740901,4.56E-09,1.28E-05
Capnocytophaga.sputigena,-2.106740901,4.56E-09,1.28E-05
Xanthomonas.citri,-2.106740901,4.56E-09,1.28E-05
Mesorhizobium.sp..DCY119,-2.106740901,4.56E-09,1.28E-05
Rhodospirillum.centenum,-2.106740901,4.56E-09,1.28E-05
Dehalogenimonas.sp..W,-2.106740901,4.56E-09,1.28E-05
Flavobacterium.indicum,-2.106740901,4.56E-09,1.28E-05
Cohnella.sp..LGH,-2.106740901,4.56E-09,1.28E-05
Faecalibacterium.sp..I2.3.92,-2.106740901,4.56E-09,1.28E-05
Streptomyces.seoulensis,-2.106740901,4.56E-09,1.28E-05
Spirochaeta.thermophila,-2.106740901,4.56E-09,1.28E-05
Nocardia.cyriacigeorgica,-2.106740901,4.56E-09,1.28E-05
Streptococcus.gallolyticus,-2.106740901,4.56E-09,1.28E-05
Synechococcus.sp..KORDI.100,-2.106740901,4.56E-09,1.28E-05
Neisseria.gonorrhoeae,-2.106740901,4.56E-09,1.28E-05
Devosia.sp..SD17.2,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..FSL.H8.0548,-2.106740901,4.56E-09,1.28E-05
Sporomusa.termitida,-2.106740901,4.56E-09,1.28E-05
Arachidicoccus.sp..BS20,-2.106740901,4.56E-09,1.28E-05
uncultured.Alistipes.sp.,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.donghaensis,-2.106740901,4.56E-09,1.28E-05
Subdoligranulum.variabile,-2.106740901,4.56E-09,1.28E-05
Candidatus.Thiodictyon.syntrophicum,-2.106740901,4.56E-09,1.28E-05
Psychrobacillus.sp..INOP01,-2.106740901,4.56E-09,1.28E-05
Listeria.newyorkensis,-2.106740901,4.56E-09,1.28E-05
Neisseria.zalophi,-2.106740901,4.56E-09,1.28E-05
Corynebacterium.cystitidis,-2.106740901,4.56E-09,1.28E-05
Bacteroides.helcogenes,-2.106740901,4.56E-09,1.28E-05
Geoalkalibacter.subterraneus,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..FSL.R7.0216,-2.106740901,4.56E-09,1.28E-05
Pukyongia.salina,-2.106740901,4.56E-09,1.28E-05
uncultured.Subdoligranulum.sp.,-2.106740901,4.56E-09,1.28E-05
Thermosediminibacter.oceani,-2.106740901,4.56E-09,1.28E-05
X.Ruminococcus..torques,-2.106740901,4.56E-09,1.28E-05
Acinetobacter.larvae,-2.106740901,4.56E-09,1.28E-05
Biomaibacter.acetigenes,-2.106740901,4.56E-09,1.28E-05
Acidovorax.radicis,-2.106740901,4.56E-09,1.28E-05
Ottowia.sp..SB7.C50,-2.106740901,4.56E-09,1.28E-05
Emticicia.oligotrophica,-2.106740901,4.56E-09,1.28E-05
Lachnoanaerobaculum.umeaense,-2.106740901,4.56E-09,1.28E-05
Sulfitobacter.sp..DSM.110093,-2.106740901,4.56E-09,1.28E-05
Nocardioides.euryhalodurans,-2.106740901,4.56E-09,1.28E-05
Desulfosudis.oleivorans,-2.106740901,4.56E-09,1.28E-05
Clostridium.cadaveris,-2.106740901,4.56E-09,1.28E-05
Frateuria.aurantia,-2.106740901,4.56E-09,1.28E-05
Stenotrophomonas.maltophilia,-2.106740901,4.56E-09,1.28E-05
Anaerotruncus.colihominis,-2.106740901,4.56E-09,1.28E-05
Pontibacter.akesuensis,-2.106740901,4.56E-09,1.28E-05
Streptococcus.alactolyticus,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.thiaminolyticus,-2.106740901,4.56E-09,1.28E-05
Macrococcoides.caseolyticum,-2.106740901,4.56E-09,1.28E-05
Nibribacter.ruber,-2.106740901,4.56E-09,1.28E-05
Anaerostipes.hadrus,-2.106740901,4.56E-09,1.28E-05
Pseudodesulfovibrio.sp..zrk46,-2.106740901,4.56E-09,1.28E-05
Halobaculum.sp..XH14,-2.106740901,4.56E-09,1.28E-05
Yokenella.regensburgei,-2.106740901,4.56E-09,1.28E-05
Bradyrhizobium.sp..CB1650,-2.106740901,4.56E-09,1.28E-05
Haematobacter.massiliensis,-2.106740901,4.56E-09,1.28E-05
Thermodesulfomicrobium.sp..WS,-2.106740901,4.56E-09,1.28E-05
Chitinophaga.horti,-2.106740901,4.56E-09,1.28E-05
Croceimicrobium.hydrocarbonivorans,-2.106740901,4.56E-09,1.28E-05
Dorea.longicatena,-2.106740901,4.56E-09,1.28E-05
Gimesia.panareensis,-2.106740901,4.56E-09,1.28E-05
Acidovorax.sp..KKS102,-2.106740901,4.56E-09,1.28E-05
Desulfitobacterium.dichloroeliminans,-2.106740901,4.56E-09,1.28E-05
Kosakonia.sp..CCTCC.M2018092,-2.106740901,4.56E-09,1.28E-05
Virgibacillus.halodenitrificans,-2.106740901,4.56E-09,1.28E-05
Gemmatirosa.kalamazoonensis,-2.106740901,4.56E-09,1.28E-05
Polycladomyces.abyssicola,-2.106740901,4.56E-09,1.28E-05
Ligilactobacillus.salivarius,-2.106740901,4.56E-09,1.28E-05
Lactobacillus.crispatus,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..FSL.W8.0426,-2.106740901,4.56E-09,1.28E-05
Streptomyces.pristinaespiralis,-2.106740901,4.56E-09,1.28E-05
Clostridium.cellulovorans,-2.106740901,4.56E-09,1.28E-05
Vibrio.aerogenes,-2.106740901,4.56E-09,1.28E-05
Neobacillus.sp..DY30,-2.106740901,4.56E-09,1.28E-05
Clostridium.saccharoperbutylacetonicum,-2.106740901,4.56E-09,1.28E-05
Thermoflavifilum.sp.,-2.106740901,4.56E-09,1.28E-05
Macrococcoides.canis,-2.106740901,4.56E-09,1.28E-05
Clostridium.sp..AWRP,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.lautus,-2.106740901,4.56E-09,1.28E-05
Bradyrhizobium.roseus,-2.106740901,4.56E-09,1.28E-05
Robbsia.andropogonis,-2.106740901,4.56E-09,1.28E-05
Brooklawnia.propionicigenes,-2.106740901,4.56E-09,1.28E-05
Chitinophaga.agri,-2.106740901,4.56E-09,1.28E-05
Xanthomonas.oryzae,-2.106740901,4.56E-09,1.28E-05
Bacillus.paralicheniformis,-2.106740901,4.56E-09,1.28E-05
Caldalkalibacillus.thermarum,-2.106740901,4.56E-09,1.28E-05
Vaginimicrobium.propionicum,-2.106740901,4.56E-09,1.28E-05
Domibacillus.sp..DTU_2020_1001157_1_SI_ALB_TIR_016,-2.106740901,4.56E-09,1.28E-05
Nitratidesulfovibrio.vulgaris,-2.106740901,4.56E-09,1.28E-05
Mammaliicoccus.sciuri,-2.106740901,4.56E-09,1.28E-05
Blautia.argi,-2.106740901,4.56E-09,1.28E-05
Roseburia.sp..499,-2.106740901,4.56E-09,1.28E-05
Anaerostipes.caccae,-2.106740901,4.56E-09,1.28E-05
Vescimonas.coprocola,-2.106740901,4.56E-09,1.28E-05
Acetobacter.aceti,-2.106740901,4.56E-09,1.28E-05
Hoeflea.sp..IMCC20628,-2.106740901,4.56E-09,1.28E-05
Roseburia.intestinalis,-2.106740901,4.56E-09,1.28E-05
Clostridium.sp..001,-2.106740901,4.56E-09,1.28E-05
Shewanella.zhangzhouensis,-2.106740901,4.56E-09,1.28E-05
Leptospira.kirschneri,-2.106740901,4.56E-09,1.28E-05
Pandoraea.vervacti,-2.106740901,4.56E-09,1.28E-05
Selenomonas.sp..oral.taxon.126,-2.106740901,4.56E-09,1.28E-05
Shinella.zoogloeoides,-2.106740901,4.56E-09,1.28E-05
Treponema.ruminis,-2.106740901,4.56E-09,1.28E-05
Frigoriglobus.tundricola,-2.106740901,4.56E-09,1.28E-05
Roseburia.sp..831b,-2.106740901,4.56E-09,1.28E-05
Pelosinus.fermentans,-2.106740901,4.56E-09,1.28E-05
Brucella.pseudogrignonensis,-2.106740901,4.56E-09,1.28E-05
